index,data_ocorrencia,modelo,registro,operador,local_acidente,numero_de_vitimas,ano,mes,mes_nome
1747,26-DEC-1982,PIPER PA-28-140,PT-CPL,AERO CLUBE MOGI MIRIM,"NEAR MOGI MIRIM (SDMJ), SP",2,1982,12,DEZEMBRO
1748,06-DEC-1982,WESTLAND UH-2A (WASP HAS.1),N-7042,AVIAÇÃO NAVAL BRASILEIRA,,0,1982,12,DEZEMBRO
1749, 04-DEC-1982,BOEING 707-323B,N8434,GLOBAL INT. AIRWAYS,"BRASILIA INTERNATIONAL AIRPORT, DF (BSB)",0,1982,12,DEZEMBRO
1750, 16-NOV-1982,EMBRAER C-95 BANDEIRANTE (EMB-110),,BRAZILIAN AF,"3, 8 KM FROM RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",3,1982,11,NOVEMBRO
1751,20-OCT-1982,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1982,10,OUTUBRO
1752,01-OCT-1982,BELL 212,PT-H..,VOTEC,"NEAR ITAPETINGA, BAHIA",13,1982,10,OUTUBRO
1753,21-SEP-1982,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR ALAGOA, RJ",1,1982,9,SETEMBRO
1754,21-SEP-1982,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR ALAGOA, RJ",1,1982,9,SETEMBRO
1755, 03-SEP-1982,LEARJET 25B,PT-JBQ,COMPANHIA BRASILEIRA DE TRATORES,"5 KM FROM RIO BRANCO AIRPORT, AC (RBR)",10,1982,9,SETEMBRO
1756,23-AUG-1982,BELL UH-1H,,FORÇA AÉREA BRASILEIRA (FAB),"PORTO ALEGRE, RS",5,1982,8,AGOSTO
1757,09-AUG-1982,EMBRAER T-27 TUCANO,,EMBRAER,"SAÕ JOSE DOS CAMPOS, SP",0,1982,8,AGOSTO
1758,1982-07-28 00:00:00,NORTHROP F-5E TIGER II,,FORÇA AÉREA BRASILEIRA (FAB),"LAGOA DOS PATOS, RS",1,1982,7,JULHO
1759,1982-07-14 00:00:00,EMBRAER EMB-711ST,PT-RNJ,,"NEAR GURUPI, SP",0,1982,7,JULHO
1760,1982-07-12 00:00:00,HELICOPTER,,FORCA AÉREA BRASILEIRA (FAB),"NEAR MANAUS, AM",2,1982,7,JULHO
1761, 12-JUN-1982,FAIRCHILD FH-227B,PT-LBV,TABA,"TABATINGA INTERNACIONAL AIRPORT, AM (TBT)",44,1982,6,JUNHO
1762, 08-JUN-1982,BOEING 727-212,PP-SRK,VASP,"SIERRA DE PACATUBA, CE",137,1982,6,JUNHO
1763, 25-MAY-1982,BOEING 737-2A1,PP-SMY,VASP,"BRASILIA INTERNATIONAL AIRPORT, DF (BSB)",2,1982,5,MAIO
1764, 22-MAY-1982,EMBRAER EMB-110P BANDEIRANTE,PT-GKC,RIO SUL,"1,6 KM FROM FLORIANÓPOLIS-HERCILIO LUZ INTERNATIONAL AIRPORT, SC (FL)",0,1982,5,MAIO
1765,19-MAY-1982,DASSAULT MIRAGE IIIDBR (F-103D),,FORÇA AÉREA BRASILEIRA (FAB),"40 KM FROM NATAL, RN",0,1982,5,MAIO
1766, 16-MAY-1982,LEARJET 25B,PT-KZY,TAM,"UBERABA AIRPORT, MG (UBA)",0,1982,5,MAIO
1767,05-MAY-1982,PIPER PA-31-350 NAVAJO CHIEFTAIN,PT-IIK,PRIVATE,GUIANAS REGION,3,1982,5,MAIO
1768,11-FEB-1982,AÉROSPATIALE SA 330J PUMA,PT-HJD,CRUZEIRO DO SUL TÁXI AÉREO,"NEAR BELÉM, PARÁ",0,1982,2,FEVEREIRO
1769,1982-01-18 00:00:00,CESSNA 210L CENTURION,PT-KIB,PRIVATE,"PEDRA DO FRADO, SP",3,1982,1,JANEIRO
1770,1982-01-15 00:00:00,EMBRAER EMB-810C SENECA II (U-7),,FORÇA AÉREA BRASILEIRA (FAB),,0,1982,1,JANEIRO
1771,1982-01-05 00:00:00,EMBRAER EMB-201 IPANEMA,PT-GPM,AGROAÉREO CANADÁ,"SANTA MARIA, PR",1,1982,1,JANEIRO
1772,15-DEC-1981,GRUMMAN S-2A TRACKER (P-16A),,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1981,12,DEZEMBRO
1773,11-DEC-1981,BELL 206B JETRANGER II (IH-6A),,FORÇA AÉREA BRASILEIRA (FAB),NEAR PLANALTINA,0,1981,12,DEZEMBRO
1774,07-DEC-1981,BELL 206B JETRANGER II,PT-HBY,LÍDER TÁXI AÉREO,NEAR MAPUERA,1,1981,12,DEZEMBRO
1775,29-OCT-1981,BELL 212,PT-HJU,LÍDER TÁXI AÉREO,"OFF SALINÓPOLIS, PA",5,1981,10,OUTUBRO
1776,29-SEP-1981,SIKORSKY S-76A,PT-HKC,VOTEC,"MACAÉ, RJ",0,1981,9,SETEMBRO
1777,30-AUG-1981,EMBRAER EMB-711ST CORISCO,PT-NZN,PRIVATE,GUARITANA,3,1981,8,AGOSTO
1778,18-AUG-1981,DASSAULT MIRAGE IIIDBR (F-103D),,FORÇA AÉREA BRASILEIRA (FAB),"BA ANÁPOLIS, GO",1,1981,8,AGOSTO
1779,06-AUG-1981,SIKORSKY S-58ET,PT-HFX,LÍDER TÁXI AÉREO,,0,1981,8,AGOSTO
1780,1981-07-24 00:00:00,EMBRAER EMB-810C SENECA II,PT-EQV,AGROPASTORIL BAMERINDUS,"NEAR CURITIBA, PR",6,1981,7,JULHO
1781,1981-07-22 00:00:00,BELL 212,PT-HKW,LÍDER TÁXI AÉREO,"OFF MACAÉ, RJ",0,1981,7,JULHO
1782, 11-JUN-1981,BOEING 707-341C,PP-VJT,VARIG,"MANAUS-EDUARDO GOMES INTERNATIONAL AIRPORT, AM (MAO)",0,1981,6,JUNHO
1783,1981-06-08 00:00:00,NORTHROP F-5E TIGER II,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BULHÕES, RJ",0,1981,6,JUNHO
1784,18-APR-1981,PIPER PA-28R-200 CHEROKEE ARROW II,PT-KRH,AEROCLUBE DE SÃO PAULO,SANTO ANDRÉ,4,1981,4,ABRIL
1785,08-APR-1981,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1981,4,ABRIL
1786,1981-03-12 00:00:00,AIRPLANE,,PRIVATE,NEAR COTEGIPE,3,1981,3,MARCO
1787,1981-03-11 00:00:00,BELL 212,PT-HKP,LÍDER TÁXI AÉREO,COSTA DO AMAPÁ,0,1981,3,MARCO
1788, 10-MAR-1981,EMBRAER C-95 BANDEIRANTE (EMB-110),,BRAZILIAN AF,"RIO DE JANEIRO, RJ",0,1981,3,MARCO
1789, 24-FEB-1981,EMBRAER EMB-110P BANDEIRANTE,PT-GLB,VOTEC,"BELÉM AIRPORT, PA (BEL)",11,1981,2,FEVEREIRO
1790,17-FEB-1981,CESSNA 421 GOLDEN EAGLE,PT-KRW,J.P. DOS SANTOS,ZAVALA,4,1981,2,FEVEREIRO
1791, 28-JAN-1981,DOUGLAS DC-3,PP-ZNU,SUDENE,"PETROLINA, PE",0,1981,1,JANEIRO
1792,  -   -1980,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1980,0,
1793,05-DEC-1980,BELL UH-1H,,FORÇA AÉREA BRASILEIRA (FAB),NEAR CAMPINAS,6,1980,12,DEZEMBRO
1794,1980-11-20 00:00:00,DASSAULT MIRAGE IIIDBR (F-103D),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA ANÁPOLIS, GO",1,1980,11,NOVEMBRO
1795, 14-OCT-1980,EMBRAER C-95 BANDEIRANTE (EMB-110),,BRAZILIAN AF,"SÃO PAULO-CAMPO DE MARTE AIRPORT, SP",0,1980,10,OUTUBRO
1796,15-SEP-1980,BELL 205 (SH-1D),,FORÇA AÉREA BRASILEIRA (FAB),"BARBACENA, MG",1,1980,9,SETEMBRO
1797,06-SEP-1980,PIPE PA-31 NAVAJO,PT-...,CONSTRUTORA TRATEX DE MINAS,"SERRA DO CIPÓ, MG",6,1980,9,SETEMBRO
1798,04-SEP-1980,PIPER PA-31 NAVAJO,PT-IAJ,COMPANHIA TEXTIL FERREIRA GUIMARAES,"2 KM FROM BARBACENA (QAK), MG",6,1980,9,SETEMBRO
1799,29-AUG-1980,NEIVA T-25 UNIVERSAL,,FORCA AÉREA BRASILEIRA (FAB),"PENTECOSTE, RS",1,1980,8,AGOSTO
1800,13-AUG-1980,FAIRCHILD HILLER FH-1100,PT-HEM,CASTELO TÁXI AÉREO,"TREMEMBÉ, SP",2,1980,8,AGOSTO
1801, 11-AUG-1980,BN-2A-6 ISLANDER,PT-KAC,PROSPEC,"NEAR RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",3,1980,8,AGOSTO
1802,10-AUG-1980,CESSNA 185,PT-BSS,,"BLUMENAU, SC",5,1980,8,AGOSTO
1803,1980-07-09 00:00:00,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1980,7,JULHO
1804,1980-06-14 00:00:00,SIKORSKY S-58ET,PT-HJR,AERÓLEO TÁXI AÉREO,"NEAR MACAU, RN",7,1980,6,JUNHO
1805,1980-06-13 00:00:00,NEIVA T-25 UNIVERSAL,,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BUENO BRANDÃO, MG",1,1980,6,JUNHO
1806,1980-06-12 00:00:00,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1980,6,JUNHO
1807,28-MAY-1980,BELL UH-1H,,FORÇA AÉREA BRASILEIRA (FAB),AGULHAS NEGRAS,2,1980,5,MAIO
1808, 13-MAY-1980,BN-2A-6 ISLANDER,PT-KHK,VOTEC,"NEAR SÃO PAULO-VIRACOPOS AIRPORT, SP (VCP)",7,1980,5,MAIO
1809,16-APR-1980,GRUMMAN S-2A TRACKER (P-16A),,FORÇA AÉREA BRASILEIRA (FAB),NAEL MINAS GERAIS,0,1980,4,ABRIL
1810, 12-APR-1980,BOEING 727-27C,PT-TYS,TRANSBRASIL,"24 KM FROM FLORIANÓPOLIS-HERCILIO LUZ INTERNATIONAL AIRPORT, SC (FLN)",55,1980,4,ABRIL
1811,03-APR-1980,SIKORSKY S-58T,PT-HGK,VOTEC,"NEAR BELÉM, PA",1,1980,4,ABRIL
1812, 30-MAR-1980,BN-2A-9 ISLANDER,PT-JSC,VOTEC,"CUIABÁ-MARECHAL RONDON INTERNATIONAL AIRPORT, MT (CGB)",9,1980,3,MARCO
1813,1980-03-21 00:00:00,SIKORSKY S-76A,PT-HKB,VOTEC SERVICIOS AEREOS REGIONALS,"OFF MACAÉ, RJ",14,1980,3,MARCO
1814,1980-03-21 00:00:00,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1980,3,MARCO
1815,1980-03-18 00:00:00,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1980,3,MARCO
1816,25-FEB-1980,EMBRAER EMB-721C SERTANEJO,PT-EPF,,"60 KM FROM BARRA DO BUGRE, MG",6,1980,2,FEVEREIRO
1817,16-FEB-1980,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1980,2,FEVEREIRO
1818,03-FEB-1980,GLIDER,PP-X ZQM,,"RIO CLARO, SP",1,1980,2,FEVEREIRO
1819,03-FEB-1980,PIPER PA-18-150 SUPER CUB,PT-KOG,PRIVATE,"RIO CLARO, SP",1,1980,2,FEVEREIRO
1820,02-FEB-1980,MBB BO 105C,PT-HHC,LÍDER TÁXI AÉREO,"CARAUARI, AM",0,1980,2,FEVEREIRO
1821,1979-11-26 00:00:00,CESSNA 180,PT-BHG,UNKOWN,"TRAIRÃO, PA",4,1979,11,NOVEMBRO
1822,1979-11-14 00:00:00,PIPER PA-32-300 CHEROKEE SIX,PP-...,TÁXI AÉREO XAPURI,"RIO BRANCO, ACRE",6,1979,11,NOVEMBRO
1823, 13-NOV-1979,DOUGLAS C-47A (DC-3),PT-KVT,CON. TEC. OPERACIONAL DE AVIACAO,"5 KM N OF CASCAVEL AIRPORT, PR (CAC)",0,1979,11,NOVEMBRO
1824,1979-11-07 00:00:00,NEIVA T-25A UNIVERSAL,,FORCA AÉREA BRASILEIRA (FAB),,0,1979,11,NOVEMBRO
1825,10-OCT-1979,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"VIRACOPOS (VCP), SP",1,1979,10,OUTUBRO
1826,02-OCT-1979,EMBRAER EMB-810C SENECA II,PT-EYX,,"NEAR SANTO ANTONIO DO PINHAL, SP",3,1979,10,OUTUBRO
1827,15-SEP-1979,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"12 KM FROM NATAL, RN",0,1979,9,SETEMBRO
1828,15-SEP-1979,EMBRAER EMB-820C NAVAJO,PT-EDG,PRIVATE,"NEAR BROTAS, SP",2,1979,9,SETEMBRO
1829,10-SEP-1979,NORTHROP F-5E TIGER II,,FORÇA AÉREA BRASILEIRA (FAB),"PIRASSUNUNGA, SP",1,1979,9,SETEMBRO
1830,29-AUG-1979,BEECHCRAFT C35 BONANZA,PT-AHL,AEROCLUBE DE IROHY,"MOGI DAS CRUZES, SP",3,1979,8,AGOSTO
1831, 23-AUG-1979,LEARJET 24D,PT-DZU,LÍDER TÁXI AÉREO,"SÃO PAULO-VIRACOPOS AIRPORT, SP (VCP)",0,1979,8,AGOSTO
1832, 26-JUL-1979,BOEING 707-330C,D-ABUY,LUFTHANSA,"25 KM N OF RIO DE JANEIRO-GALEÃO INTERNATIONAL AIRPORT, RJ (GIG)",3,1979,7,JULHO
1833,  -JUN-1979,AIRPLANE (9X),,AEROCLUBE DE PRESIDENTE PRUDENTE,"PRESIDENTE PUDENTE, SP",0,1979,6,JUNHO
1834,1979-06-28 00:00:00,DASSAULT MIRAGE IIIEBR (F-103E),,FORÇA AÉREA BRASILEIRA (FAB),"CA 25 KM FROM BA ANÁPOLIS, GO",0,1979,6,JUNHO
1835, 18-JUN-1979,HAWKER SIDDELEY VC-93 (HS-125-3B/RC),,BRAZILIAN AF,"BRASILIA INTERNATIONAL AIRPORT, DF (BSB)",0,1979,6,JUNHO
1836,1979-06-15 00:00:00,EMBRAER EMB-721C SERTANEJO,PT-...,AGROPECUÁRIA COMERCIAL PAULISTA CARAPO SA,"MORRO DO SUMARÉ, RJ",2,1979,6,JUNHO
1837, 14-JUN-1979,BN-2A-6 ISLANDER,PT-IJE,VOTEC,"NEAR ALDEIA INDÍGENA FONTOURA, TO",4,1979,6,JUNHO
1838,10-APR-1979,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1979,4,ABRIL
1839,06-APR-1979,CESSNA 210L,PT-KPF,AGROPECUÁRIA CHAPADA,BARRA DO BUGRES,5,1979,4,ABRIL
1840,1979-03-29 00:00:00,EMBRAER EMB 720C MINUANO,PT-EFE,ANDORINHA TÁXI AÉREO,"NEAR PORTO VELHO, RO",5,1979,3,MARCO
1841,1979-03-24 00:00:00,PIPER PA-34-200 SENECA,PT-IKT,,"MOEMA, SP",3,1979,3,MARCO
1842, 13-MAR-1979,GRUMMAN M-16 ALBATROSS (HU-16),,BRAZILIAN AF,"CA 5 KM NNE OF FLORIANÓPOLIS AIR FORCE BASE, SC (FLN)",5,1979,3,MARCO
1843,11-FEB-1979,WESTLAND WHIRLWIND 3 (S-55) (HU-2W),N-7010,AVIAÇÃO NAVAL BRASILEIRA,,0,1979,2,FEVEREIRO
1844, 08-FEB-1979,EMBRAER EMB-110C BANDEIRANTE,PT-SBB,TAM,"BAURU, SP",18,1979,2,FEVEREIRO
1845,1979-01-19 00:00:00,CESSNA 182L SKYLANE,PT-DDS,,,4,1979,1,JANEIRO
1846, 17-JAN-1979,GRUMMAN M-16 ALBATROSS (HU-16),,BRAZILIAN AF,"ITACAJÁ, TO",0,1979,1,JANEIRO
1847, 26-DEC-1978,LEARJET 25C,PT-JDX,TAM,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",0,1978,12,DEZEMBRO
1848,12-DEC-1978,NEIVA T-25 UNIVERSAL,,FORCA AÉREA BRASILEIRA (FAB),,0,1978,12,DEZEMBRO
1849,07-DEC-1978,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1978,12,DEZEMBRO
1850,07-DEC-1978,CESSNA 310Q,PT-FVY,DNOCS,"NEAR GUARARAPES, PE",5,1978,12,DEZEMBRO
1851,04-DEC-1978,PIPER PA-18-150 SUPER CUB,PP-GLB,AEROCLUBE DE ITU,"ITU, SP",1,1978,12,DEZEMBRO
1852,1978-11-26 00:00:00,AIRPLANE,PT-KSX,ESCUADRILHA DA FUMAÇA,NEAR BAURU,2,1978,11,NOVEMBRO
1853, 04-NOV-1978,EMBRAER EMB-110C BANDEIRANTE,PT-TBF,NORDESTE LINHAS AÉREAS,"BOCAIÚVA, MG",0,1978,11,NOVEMBRO
1854,31-OCT-1978,CESSNA 402,PT-JXL,TAXI AÉREO KOVACS,BELÉM,9,1978,10,OUTUBRO
1855,10-OCT-1978,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"NATAL, RN",2,1978,10,OUTUBRO
1856, 07-OCT-1978,DOUGLAS C-47A (DC-3),PT-KVU,M.S. CONSULTORIA TÉCNICA OPERACIONAL DE AVIAÇÃO,"BELO HORIZONTE-CARLOS PRATES AIRPORT, MG",0,1978,10,OUTUBRO
1857, 04-OCT-1978,CONSOLIDATED C-10A CATALINA (PBY-5A),,BRAZILIAN AF,"SANTO ANTONIO DO ICÁ, AM",12,1978,10,OUTUBRO
1858,28-AUG-1978,BOEING 727-27C,PT-TYQ,TRANSBRASIL,BELO HORIZONTE/PAMPULHA,0,1978,8,AGOSTO
1859,19-AUG-1978,EMBRAER EMB-711C CORISCO,PT-NGA,PRIVATE,"RIO DE JANEIRO, RJ",4,1978,8,AGOSTO
1860,19-AUG-1978,EMBRAER EMB-721C SERTANEJO,PT-EHT,PRIVATE,"APARECIDA, SP",1,1978,8,AGOSTO
1861,14-AUG-1978,CESSNA U206F,PT-JUS,RIO CRISTALINO AGROPECUÁRIO,TRIANGULO MINEIRO,2,1978,8,AGOSTO
1862, 10-AUG-1978,BN-2A-21 ISLANDER,PT-KRP,ENCAL SERVICIO AÉREO,"NEAR SÃO PAULO, SP",2,1978,8,AGOSTO
1863,29-MAY-1978,NEIVA T-25 UNIVERSAL,,FORÇA AÉREA BRASILEIRA (FAB),"DOZE ANOS, NATAL, RN",1,1978,5,MAIO
1864,17-APR-1978,BELL 206A (OH-4),,FORÇA AÉREA BRASILEIRA (FAB),KM 119 RODOVIA PRESIDENTE DUTRA,1,1978,4,ABRIL
1865, 02-APR-1978,BOEING 737-2A1,PP-SMX,VASP,"SÃO PAULO-CONGONHAS AIRPORT, SP (CGH)",0,1978,4,ABRIL
1866, 16-MAR-1978,C-115 BUFFALO (DHC-5),,BRAZILIAN AF,"RIO BRANCO, AC",0,1978,3,MARCO
1867,27-FEB-1978,PIPER PA-31P-425 NAVAJO,PT-DTK,TAQUARI AGRO-COMERCIAL,"SÃO PAULO, SP",3,1978,2,FEVEREIRO
1868, 31-JAN-1978,EMBRAER EMB-110P BANDEIRANTE,PT-GKW,TABA,"EIRUNEPE AIRPORT, AM (ERN)",2,1978,1,JANEIRO
1869,1978-01-17 00:00:00,EMBRAER EMB 710 CARIOCA,PT-NBD,,BIRITIBA-MIRIM,3,1978,1,JANEIRO
1870,30-DEC-1977,PIPER PA-34,PT-JQG,PRIVATE,6 KM FROM MARILIA,4,1977,12,DEZEMBRO
1871, 28-DEC-1977,GRUMMAN M-16 ALBATROSS (HU-16),,BRAZILIAN AF,"MANAUS, AM",0,1977,12,DEZEMBRO
1872,26-DEC-1977,EMBRAER EMB-721C SERTANEJO,PT-IKK,,"GUARAÇAI, SP",0,1977,12,DEZEMBRO
1873,08-DEC-1977,ROCKWELL SHRIKE COMMANDER,PT-BVZ,LIDER TAXI AÉREO,CONCEIÇAO DO ARGUAIA; NR,2,1977,12,DEZEMBRO
1874, 22-NOV-1977,LEARJET 25B,PT-DVL,TAM,"RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",0,1977,11,NOVEMBRO
1875,1977-11-21 00:00:00,WESTLAND WASP HAS1 (UH-2A),N-7036,AVIAÇÃO NAVAL BRASILEIRA,,0,1977,11,NOVEMBRO
1876,05-OCT-1977,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR FRUTAL, MG",0,1977,10,OUTUBRO
1877,23-SEP-1977,MAX HOLSTE MH.1521C BROUSSARD,PT-DZQ,ARARA TÁXI AÉREO (ATAL),"FLORESTA AMAZONICA, PARÁ",6,1977,9,SETEMBRO
1878,13-SEP-1977,NEIVA L-42 REGENTE,,FORÇA AÉREA BRASILEIRA (FAB),,0,1977,9,SETEMBRO
1879,11-SEP-1977,PITTS S-2,PT-IHA,AEROCLUB DE SÃO PAULO,14 KM FROM MAIRIPORÃ,2,1977,9,SETEMBRO
1880,26-AUG-1977,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"55 KM FROM NATAL, RN",0,1977,8,AGOSTO
1881,10-AUG-1977,AEROTEC T-23 UIRAPURU,,FORÇA AÉREA BRASILEIRA (FAB),,0,1977,8,AGOSTO
1882,04-AUG-1977,CESSNA T-37C TWEET,,FORCA AÉREA BRASILEIRA (FAB),"PIRASSUNUNGA, SP",0,1977,8,AGOSTO
1883,04-AUG-1977,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"BARRA DE MAXARANGUAPE, RN",0,1977,8,AGOSTO
1884,04-AUG-1977,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"TAUBATÉ, SP",1,1977,8,AGOSTO
1885,04-AUG-1977,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"BARRA DE MAXARANGUAPE, RN",0,1977,8,AGOSTO
1886,1977-07-26 00:00:00,AIRPLANE,CX-...,HELIO PENEDA,"NEAR SERRA DA MARIA PINTO, RS",2,1977,7,JULHO
1887,1977-07-26 00:00:00,CESSNA T-37C TWEET,,FORCA AÉREA BRASILEIRA (FAB),"NEAR RINCÃO, SP",0,1977,7,JULHO
1888,1977-07-05 00:00:00,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR BA CUMBICA, SP",0,1977,7,JULHO
1889, 03-JUL-1977,EMBRAER C-95 BANDEIRANTE (EMB-110),,BRAZILIAN AF,"1 KM FROM NATAL AIRPORT, RN (NAT)",18,1977,7,JULHO
1890,1977-06-15 00:00:00,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),,0,1977,6,JUNHO
1891,31-MAY-1977,CESSNA T-37C TWEET,,FORÇA AÉREA BRASILEIRA (FAB),"PIRAÇUNUNGA, SP",2,1977,5,MAIO
1892, 12-MAY-1977,BN-2A-21 ISLANDER,PT-KUO,GEOFOTO,"NEAR CURITIBA, PR",1,1977,5,MAIO
1893, 29-APR-1977,NAMC YS-11A-202,PP-CTI,CRUZEIRO DO SUL,"NAVEGANTES AIRPORT, SC (NVT)",0,1977,4,ABRIL
1894, 23-APR-1977,EMBRAER C-95 BANDEIRANTE (EMB-110),,BRAZILIAN AF,"NATAL AIRPORT, RN (NAT)",0,1977,4,ABRIL
1895,1977-03-28 00:00:00,NORTHROP F-5E TIGER II,,FORÇA AÉREA BRASILEIRA (FAB),"BA SANTA CRUZ, RJ",1,1977,3,MARCO
1896,1977-03-25 00:00:00,NEIVA T-25 UNIVERSAL,,FORCA AÉREA BRASILEIRA (FAB),,0,1977,3,MARCO
1897,1977-03-22 00:00:00,NEIVA T-25 UNIVERSAL,,FORCA AÉREA BRASILEIRA (FAB),,0,1977,3,MARCO
1898,1977-03-18 00:00:00,AEROTEC A-122A UIRAPURU (T-23),PP-HSQ,AEROCLUBE,,0,1977,3,MARCO
1899,1977-03-18 00:00:00,EMBRAER EMB-721C SERTANEJO,PT-EHR,PRIVATE,"TERRA PRETA, MARIPORÀ, SP",3,1977,3,MARCO
1900,1977-01-19 00:00:00,EMBRAER EMB-710C CARIOCA,PT-NGQ,,,3,1977,1,JANEIRO
1901,1977-01-19 00:00:00,AIRPLANE,PT-CBH,PRIVATE,,1,1977,1,JANEIRO
1902,1977-01-05 00:00:00,CESSNA 206 SUPER SKYWAGON,PT-IBM,TAXI AÉREO FORTALEZA,NEAR RUSSAS,2,1977,1,JANEIRO
1903, 04-JAN-1977,BAC ONE-ELEVEN 520FN,PP-SDS,TRANSBRASIL,"SÃO PAULO-VIRACOPOS AIRPORT, SP (VCP)",0,1977,1,JANEIRO
1904,14-DEC-1976,PIPER PA-23-250 AZTEC,PT-CXF,AERO-TAXI PAULISTA,"ANALANDIA, GO",0,1976,12,DEZEMBRO
1905,09-DEC-1976,PIPER PA-23-250 AZTEC,PT-CXF,PRIVATE,"ANALANDIA, GO",3,1976,12,DEZEMBRO
1906,1976-11-12 00:00:00,PIPER PA-28R-180 CHEROKEE ARROW,PT-DCD,PECHINT,PONTE NOVA,3,1976,11,NOVEMBRO
1907, 12-NOV-1976,CESSNA 500 CITATION I,PT-KIU,TAXI AÉREO JARAGUA,"RIO DE JANEIRO-SANTOS DUMONT AIRPORT, RJ (SDU)",0,1976,11,NOVEMBRO
1908,1976-11-09 00:00:00,ROCKWELL COMMANDER 680,PT-CGS,TAXI AÉREO JOAO JORGE,TAPURUQUARA,0,1976,11,NOVEMBRO
1909, 28-OCT-1976,EMBRAER EMB-110C BANDEIRANTE,PT-TBA,NORDESTE LINHAS AÉREAS,"NEAR PETROLINA INTERNACIONAL AIRPORT, PE (PNZ)",2,1976,10,OUTUBRO
1910,27-OCT-1976,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"TRÊS MARIAS, MG",0,1976,10,OUTUBRO
1911,26-OCT-1976,CESSNA 182P,PT-IQJ,PRIVATE,"SERRA DE BRIGADEIRO, MG",1,1976,10,OUTUBRO
1912,25-OCT-1976,PIPER PA-34-200 SENECA,PT-JCL,PRIVATE,"42 KM FROM SITIO DE ABADIA, GOIÁS",6,1976,10,OUTUBRO
1913,14-OCT-1976,CESSNA T-37C TWEET,,FORÇA AÉREA BRASILEIRA (FAB),"RIO CLARO, SP",2,1976,10,OUTUBRO
1914,13-OCT-1976,CESSNA T-37C TWEET,,FORCA AÉREA BRASILEIRA (FAB),"SANTA RITA DO PASSA QUATRO, SP",0,1976,10,OUTUBRO
1915,13-OCT-1976,CESSNA T-37C TWEET,,FORCA AÉREA BRASILEIRA (FAB),"SANTA RITA DO PASSA QUATRO, SP",0,1976,10,OUTUBRO
1916,08-OCT-1976,EMBRAER AT-26 XAVANTE (MB.326GC),,FORÇA AÉREA BRASILEIRA (FAB),"NEAR MACAU, RN",1,1976,10,OUTUBRO
1917,26-SEP-1976,CESSNA 180D,PT-BMF,AGRICOLA DE ARAÇATUBA,"PORTO MURTINHO, MT",9,1976,9,SETEMBRO
